2151,-0.036132813,-0.017578125,1.0200195,-0.09155553,-4.2420726,0.03051851
12315,-0.00390625,-0.021484375,0.94140625,-0.03051851,-0.96133304,0.09155553
2111,-0.010253906,-0.018066406,0.9682617,0.30518508,0.8545183,0.10681479
2113,-0.037109375,-0.020019531,1.0283203,0.09155553,-0.10681479,0.38148138
2108,-0.030273438,-0.0126953125,1.0039063,-0.045777764,-0.88503677,-0.045777764
12315,-0.029296875,-0.019042969,1.019043,0.28992584,0.5188147,0.12207404
2097,-0.028320313,-0.022949219,0.9975586,-0.07629627,-0.13733329,0.09155553
2109,-0.02734375,-0.020507813,0.99853516,0.18311106,-0.59511095,0.18311106
2123,-0.024414063,-0.026855469,1.0024414,0.19837031,-0.38148138,-0.015259255
12290,-0.028320313,-0.033203125,1.0073242,0.1678518,-0.71718496,0.1678518
2127,-0.032226563,-0.030761719,1.0063477,0,-0.88503677,0.27466658
2124,-0.02734375,-0.033203125,0.9926758,0.10681479,-0.44251838,0.19837031
2116,-0.020507813,-0.037109375,0.9916992,0,0.6256294,0.03051851
12293,-0.03515625,-0.02734375,1.0058594,0.18311106,-0.32044435,0.18311106
2111,-0.02734375,-0.027832031,0.99902344,0,-0.22888882,0.28992584
2124,-0.0234375,-0.025878906,0.9946289,-0.03051851,0,0.12207404
2116,-0.02734375,-0.022949219,0.99560547,0.09155553,0.71718496,0.21362957
12362,-0.03173828,-0.0126953125,1.0107422,0.19837031,0.13733329,-0.045777764
2091,-0.027832031,-0.013671875,0.9995117,0.045777764,0.5188147,0.015259255
2100,-0.025390625,-0.011230469,1,0.22888882,0.5340739,0.07629627
2102,-0.01953125,-0.0078125,1.0073242,-0.06103702,0.35096285,0.10681479
2095,-0.020507813,-0.010253906,0.99560547,0.24414808,0.27466658,-0.03051851
2108,-0.017578125,-0.0107421875,1.0078125,0.045777764,-0.045777764,0.03051851
2100,-0.014160156,-0.0087890625,0.99316406,0.12207404,0.39674062,0.06103702
2095,-0.021484375,-0.01171875,1.0141602,0.13733329,0.06103702,0.1678518
2119,-0.016601563,-0.015625,1.0043945,0,-0.7324442,0.13733329
2135,-0.016113281,-0.019042969,0.9946289,0.06103702,0.03051851,0.24414808
2124,-0.033691406,-0.019042969,1.0019531,-0.045777764,0.015259255,0.19837031
2129,-0.045410156,-0.020019531,1.0400391,0.15259254,-2.090518,0.09155553
2126,-0.04296875,-0.022949219,1.0415039,-0.03051851,-4.181036,0.09155553
2117,-0.021484375,-0.030761719,0.97802734,0.1678518,0.42725915,-0.045777764
2112,-0.029785156,-0.024414063,0.99072266,-0.06103702,1.2817774,0.045777764
2119,-0.03515625,-0.029296875,1.0151367,0.1678518,0.6714072,0.10681479
2092,-0.032714844,-0.028808594,1.0131836,0.15259254,-0.015259255,0.10681479
2122,-0.022949219,-0.017578125,1.0073242,0.32044435,0.09155553,-0.59511095
2128,-0.018554688,-0.01953125,1.0004883,0.22888882,-0.44251838,-1.4496292
2125,-0.020019531,-0.0048828125,1.0053711,0.1678518,-0.22888882,-1.617481
12321,-0.032714844,-0.04296875,0.9824219,0.27466658,-0.32044435,-0.8697775
2129,-0.014160156,-0.043945313,0.99072266,0.21362957,0.30518508,-0.44251838
2093,-0.0107421875,-0.034179688,0.99072266,0.15259254,1.1749626,-0.1678518
2122,-0.01953125,-0.022949219,1.0024414,0,1.0528886,0.06103702
2114,-0.017578125,-0.017089844,1.0029297,0.1678518,0.77822196,0.10681479
2096,-0.020996094,-0.013671875,1.0087891,0.09155553,0.5798517,0.10681479
2093,-0.020019531,-0.009765625,0.9975586,0.18311106,0.32044435,0.07629627
2091,-0.025390625,-0.012207031,1.0068359,0.10681479,0.07629627,0.07629627
12324,-0.023925781,-0.013671875,0.99902344,0.24414808,0.25940734,0.06103702
2093,-0.023925781,-0.015625,0.99560547,-0.07629627,0.7019257,0.24414808
2093,-0.029785156,-0.021972656,1.0043945,0.25940734,0.38148138,0.21362957
2092,-0.029296875,-0.021484375,1.003418,-0.045777764,0,0.045777764
12316,-0.028320313,-0.028320313,1,0.24414808,1.8463699,0.19837031
2094,-0.029785156,-0.026855469,1.0078125,0.28992584,0.9460738,0.10681479
2098,-0.036132813,-0.03173828,1.0200195,0.18311106,0.21362957,0.03051851
2108,-0.03125,-0.032714844,1.015625,0.10681479,-0.59511095,0.22888882
12315,-0.022460938,-0.030273438,0.99853516,-0.06103702,-0.28992584,0.1678518
2117,-0.018554688,-0.029296875,0.9892578,-0.03051851,0.07629627,0.13733329
2093,-0.025390625,-0.027832031,0.9970703,0.25940734,0.35096285,0
2121,-0.022460938,-0.02734375,1.0024414,-0.10681479,-0.18311106,0.07629627
12355,-0.022949219,-0.019042969,0.99365234,0.1678518,-0.90029603,0.24414808
2110,-0.016113281,-0.0234375,0.98535156,0.27466658,0.39674062,0.06103702
2091,-0.015136719,-0.017089844,0.9946289,0.18311106,1.4648885,0.09155553
2100,-0.025878906,-0.01953125,1.0097656,0.045777764,1.2359996,0.015259255
12303,-0.016601563,-0.025390625,0.98339844,0.32044435,2.090518,-1.2207403
2111,-0.030273438,-0.025878906,1.0024414,0.45777765,2.883999,-1.8158513
2122,-0.037597656,-0.021972656,1.0341797,0.3662221,1.4038514,-2.6245918
2117,-0.037597656,-0.022460938,1.0283203,0.12207404,-0.6714072,-3.1128879
2109,-0.018554688,-0.013671875,0.9926758,0.30518508,1.2665181,-4.4557023
2109,-0.013183594,-0.03125,1.003418,0.48829615,1.373333,-4.776147
2116,-0.022949219,-0.023925781,1.0009766,0.39674062,0.96133304,-4.928739
12307,-0.041503906,-0.0146484375,1.0244141,0.38148138,-0.90029603,-3.6164434
2126,-0.043945313,-0.0043945313,1.0219727,0.22888882,-1.9074068,-3.6927397
2133,-0.03857422,-0.0029296875,0.99902344,0.19837031,-1.9684439,-3.7385175
2135,-0.03564453,-0.0034179688,1.0063477,0.19837031,-1.9531846,-3.4180732
2126,-0.017089844,-0.027832031,1.0146484,0.21362957,-4.272591,-4.791406
2133,-0.011230469,-0.021972656,1.0092773,0.48829615,-4.074221,-5.7985168
2135,-0.0034179688,-0.0146484375,0.9995117,0.6714072,-3.8453321,-6.6072574
2095,0.049316406,-0.008300781,1.0083008,0.5645924,-4.2420726,-9.949034
2119,0.037109375,-0.017089844,1.0341797,1.0376294,-5.1271095,-10.757775
